,IFI27,RPL5,ZBP1,IFITM1,EPSTI1,EBI2,FCER1A,GADD45A,TNFSF13B,IFIT2,OSBPL10,SCRN1,TNFAIP6
GSM1199476,12.19748472,10.53357577,9.567246358,12.5873664,10.87334777,6.757642638,8.649920448,6.585485396499999,10.971905925,12.33395043,4.79985613,6.336923787,6.806249442
GSM1199477,5.71632008,10.96812104,8.173780173,11.33817405,9.262525873,7.5023605265,9.048911964,6.5281805209999995,10.23481331,11.13300983,5.579456953,6.968305227,6.644343433
GSM1199478,13.70635807,10.62688805,9.611020419,12.73590334,11.06172704,6.8314848999999995,8.315444553,6.7821826385,11.600880114999999,12.61941935,4.58880615,6.452201912,6.853023072000001
GSM1199479,11.84218929,11.42911669,8.858781428,12.15933369,10.81482894,7.7864358650000005,8.966044332,6.1352513655,10.52534986,11.64489313,5.449225525,6.507444138,6.203883809500001
GSM1199480,13.06654672,9.937917642,10.19300188,12.98442694,11.74312557,6.763558790499999,7.722864618,6.655443814,11.385783074999999,13.13022343,4.181392855,6.057181695,6.7639355925
GSM1199481,13.47066053,10.48973681,10.15914544,12.5873664,11.20395207,7.1385934075,7.558723671,6.9019713595,10.90347656,12.57539503,4.668404005,6.431765354,6.638220433
GSM1199482,5.58545858,10.87802449,9.289363288,12.10235789,10.01766263,7.528934367,9.12123016,6.1435514975,10.750726695,11.59971309,5.286774703,7.230246334,6.9198922
GSM1199483,13.10092537,10.5030853,10.43384943,12.7088112,11.38390062,6.883661071000001,7.411974079,7.227163882,11.392890000000001,13.00583982,4.715859186,5.681932461,7.2950175865
GSM1199484,12.40700886,11.41297078,7.961329549,11.80124384,9.99035405,8.1860382365,9.143707898,5.645837732,10.037804862000002,10.89122033,5.1903779,6.381985552,6.014562291
GSM1199485,11.35894198,10.2560721,9.805453766,12.76261854,10.65532067,6.3040227775,4.591152964,6.7236262920000005,10.1719278745,11.94645131,4.377564681,6.319829269,6.504398631500001
GSM1199486,12.68231923,11.01119627,9.025712727,11.94230419,10.63555888,8.0044420485,8.315444553,6.2271291995,10.539891885,11.61850287,4.840971636,6.572596591,5.959401853
GSM1199487,11.64489313,10.89122033,9.070402788,11.79349446,10.06725762,8.2223599035,8.372115273,6.3291381645,10.340189169999999,11.35894198,5.354594397,7.017328528,6.3360338235
GSM1199488,10.96249952,11.54570014,8.098482844,11.77024723,9.674778114,8.864648292,9.559656317,5.5093862090000005,9.719630981,10.43592311,5.428919506,6.466133793,5.38997888
GSM1199489,7.12295107,10.97764841,7.409962435,10.91864253,8.618747277,7.6571364595,8.680802556,6.373014347,9.940306802,8.504789116,5.230938979,7.582953523,5.020355648
GSM1199490,4.811855285,11.40355809,7.308409323,11.16739815,7.78019036,8.87649764,8.911510181,6.1174416745,9.195616533,9.524598922,5.740411817,6.610397102,5.678605661500001
GSM1199491,6.069001447,10.43969342,7.691481497,11.71310536,8.679396792,6.5649862135,6.465564008,7.698009186,10.06560307,10.18160896,5.132525995,5.654997508,7.3478824965000005
GSM1199492,6.150591091,10.99806583,7.944095768,11.24354806,7.492938375,7.499514829,9.067574023,6.1781761325,10.325699499999999,10.31216311,4.99447624,6.595958268,6.0530310565
GSM1199493,13.72654328,8.892113641,11.06172704,13.31405634,12.27127806,5.9611421275000005,7.244015935,7.6997102525,12.078814054999999,13.27284464,4.158319288,5.950719854,7.090473569
GSM1199494,8.870508941,11.13603738,8.899192215,11.47253185,10.06400474,8.931436130000002,9.450001813,6.018507554499999,10.38435811,11.29012602,6.282731492,6.738285016,5.9755117890000005
GSM1199495,7.918363192,10.58555986,7.431584107,11.51753489,8.202311792,7.3753851909999995,6.939289877,7.208919423999999,9.928649341,10.12128471,5.073964172,6.237877539,5.821031005
GSM1199496,13.28646331,10.5899714,9.794146476,12.46995806,10.81482894,7.5805556515,10.15255496,7.6432088865,10.805925420000001,12.32379797,4.960032128,6.359253715,6.828066628
GSM1199497,12.25581559,8.530282341,11.06952035,13.21329711,11.89902743,5.159889945,6.103270855,8.187116396,12.018672575,13.28646331,4.046845299,6.646115013,7.258278262
GSM1199498,12.41775554,10.92863665,9.46412146,12.15933369,10.96812104,8.4413837055,8.941169252,6.339719801499999,10.99506676,12.28228521,5.89561712,6.735362435,6.4397765195000005
GSM1199499,12.3504042,10.8293618,9.031128526,12.42236563,10.65532067,7.4506876779999995,9.127767205,6.3164728235,10.28852354,11.71654379,4.638223579,7.072892838,5.7727729435
GSM1199500,12.44351777,9.454456818,10.75038825,13.15433097,11.53546372,6.672699936500001,8.71248232,6.8774289695,12.376504064999999,13.32900715,4.292411194,6.166813956,7.6980948925
GSM1199501,13.1998863,10.21663858,9.596564348,12.19748472,10.7181718,8.3861734925,8.395120308,6.794814292,10.570509935,12.24138263,4.991604269,6.853979457,6.618518073500001
GSM1199502,8.955240289,10.97545246,8.821562992,11.71654379,10.51924858,7.957816628,9.221520097,6.9242894315,10.29517759,11.13046045,3.984611888,6.27580785,6.8080712835
GSM1199503,12.8558253,10.05820219,10.00420964,12.76786576,11.39045103,7.0416858300000005,5.705313054,7.388343519,10.910193764999999,12.73590334,4.912003577,5.721548594,7.352164911999999
GSM1199504,10.10246019,10.00420964,10.13772232,12.80635132,11.35280031,6.821875245999999,7.346612373,6.8180005525,11.27604805,12.95041763,4.415779402,5.848102343,7.084607463499999
GSM1199505,11.88681374,11.0374581,8.792231757,12.13027456,10.64623668,7.60096376,8.67873528,5.828079633,10.30827728,11.89064645,5.18333255,6.720789381,6.044009024999999
GSM1199506,13.5984652,10.38121119,9.135467876,12.63602006,11.43261024,7.4547551245,9.030221507,6.835485138999999,11.60974728,12.86721163,4.881033262,5.845216696,6.571083797
GSM1199507,12.49916775,10.60090291,8.63456706,12.2457,10.8293618,7.3700471365,9.158937092,6.166070111,10.354164130000001,11.21504945,4.962526374,6.54151445,5.805260358
GSM1199508,5.666376058,10.83628053,8.224000176,11.48280107,8.049506829,7.947039133500001,9.178117136,6.4657221585,10.074831703000001,9.947018253,4.38041195,6.034635963,5.930317226500001
GSM1199509,11.98565106,10.94174798,8.816942191,12.163826,10.00730299,7.6964048235,9.138339327,5.7862887625,10.188890615,11.32839099,4.325229549,6.535472822,5.82847215
GSM1199510,11.81336065,10.4595213,9.014819009,11.5635734,10.62052223,7.731315540500001,8.936988099,7.259933409,10.67050916,11.35280031,4.66322179,5.980556018,6.9868552185
GSM1199511,11.72101074,11.16180402,9.113669178,12.18314947,10.39618788,8.1601266675,8.79534132,6.5357809305,10.671397809999998,11.45243357,4.801365401,6.579852393,6.5588845645
GSM1199512,8.374573339,10.97317147,7.911732513,11.50724397,9.976962786,8.36946524,9.612102508,6.2198571275,10.310840375,11.10011873,6.018550779,6.313410455,5.687512444999999
GSM1199513,13.19359302,10.45359384,9.715864867,12.54268883,10.89365723,6.8148796975,8.286520375,6.482839741,11.124585725,12.3556456,4.772944442,6.857411496,6.668961372
GSM1199514,12.23156482,9.655383839,9.593379903,12.88911798,11.12260113,6.2813210875,7.255292259,6.968726245,11.00020826,12.58137913,4.882821665,6.870280463,6.836289495999999
GSM1199515,12.48715521,10.96812104,9.131578163,12.67675774,11.23738129,7.5225926130000005,7.679042222,6.2781023215000005,11.131345655,11.98175674,5.164458717,6.261954059,6.9549514295
GSM1199516,9.063888564,10.86853654,8.242685569,11.91159354,9.656535242,7.495885853,8.617968803,6.10526036,10.459103325000001,11.6711919,5.816185422,6.552927932,6.2867329524999995
GSM1199517,11.63751894,9.988907876,10.0991928,12.98442694,11.14711194,6.8149878355,7.775787001,7.542189136,11.10457756,12.69893497,4.528624316,5.626489296,6.816002899
GSM1199518,6.400802403,11.08353312,7.166407281,11.64839343,6.751197728,6.9255835085,7.953572153,7.1881875585,10.801605655,8.865540071,5.177564607,6.912639748,5.980494683
GSM1199519,13.54890238,10.48203146,9.424034105,12.7088112,10.86853654,7.2614898315000005,6.734682811,6.939502452499999,11.1451366,12.49916775,4.982021631,6.114879121,6.6676148635
GSM1199520,13.62860312,10.63555888,9.179913088,12.31837456,10.56497337,7.483567728500001,6.920276165,6.542445881,9.993109052000001,11.29630672,5.793318573,6.232639893,5.9908155165
GSM1199521,12.99487958,10.34819606,9.904549943,12.78322802,10.75305147,7.1683181529999995,7.55571026,6.971020643499999,11.054837764999998,12.81711266,4.027369789,6.622352788,6.124212638
GSM1199522,8.717868869,11.25609648,8.961717067,11.60743722,10.0843388,8.2066605935,9.088899927,5.888945381,10.43659636,11.18482865,3.919125165,6.697412175,6.9740793485
GSM1199523,10.77898662,11.27429401,8.746182354,11.71310536,9.597664088,8.3492913035,9.062993886,5.888598145,9.919839946,10.56497337,4.848884687,7.429585107,6.247759052
