,IFI27,RPL5,ZBP1,IFITM1,EPSTI1,EBI2,FCER1A,GADD45A,TNFSF13B,IFIT2,OSBPL10,SCRN1,TNFAIP6
GSM1199524,5.384734799,11.6674094,7.295758175,11.38042353,7.520308362,9.247193814,9.586362097,6.385382383,9.570661786999999,9.46412146,5.724743109,6.481784968,5.325084534
GSM1199525,12.01245282,11.1446786,8.658579384,12.23677567,10.48973681,8.2768908175,8.710953329,6.214467471000001,10.601898955,11.68277712,5.443600149,6.276677163,6.050907459499999
GSM1199526,5.307581887,11.72800007,7.603157466,10.97764841,8.170367974,9.528203368500002,9.31831745,5.4733626404999995,9.3855912965,9.347207481,5.584031921,6.689322541,5.5329068205
GSM1199527,13.11286428,10.35987566,10.46910563,12.79555442,11.46282273,7.3155514095,6.7134969,7.1671093185,11.491519635,12.7515022,4.83349979,6.033419344,7.1698679085
GSM1199528,5.141840787,11.0374581,8.291918798,11.40723045,8.266966751,7.5924347035,9.242132099,6.2510206225000005,10.331056815,10.64847122,4.482139365,6.622055718,6.613265354499999
GSM1199529,6.695435718,10.99017394,8.196477569,11.21504945,7.52344327,7.7536726955,9.016495181,6.637714556,9.581076322000001,10.8046699,4.20097387,6.484242739,6.171906592
GSM1199530,12.4531637,10.18461638,10.27701922,13.02644631,11.61850287,7.132180608500001,9.008693309,7.0360283585,11.737039025,13.41297789,3.75291749,5.855722618,7.1377939905
GSM1199531,4.879358177,10.5921504,8.195519274,11.20395207,7.428316011,7.760864323,8.954380888,6.9286742915,10.126380727499999,10.56902264,5.71177161,6.459816814,6.3256474825
GSM1199532,12.95041763,9.784692323,11.1113704,13.05577383,11.83376392,6.11640965,7.689168217,7.445052549,11.55940373,13.39011869,4.684037261,5.575471773,7.237891040999999
GSM1199533,9.717165661,11.32839099,7.916885838,11.70540297,9.878746439,8.591021284,10.00994149,5.9965403465,10.520962534999999,11.55669955,5.954737897,6.84431389,5.879199757
GSM1199534,7.861407232,10.81966309,9.036004638,12.01742861,10.68304867,7.620746563,9.109207392,7.807257094000001,10.5417866,11.59582361,3.947568105,7.258048737,6.547300045
GSM1199535,11.6526495,11.23112122,9.397947468,12.50995207,10.96249952,8.4447209175,8.749830791,5.6872449925,10.774952145,11.87880613,5.504440799,6.423693529,6.6230062975
GSM1199536,6.355864457,10.08592723,8.048969358,12.23677567,8.013354977,6.314449989,7.593308505,7.803482506,10.067048795,10.72662593,3.958872356,5.092229551,6.973792091
GSM1199537,13.44135051,10.19653707,10.37214405,13.07684587,11.47915657,6.901606338500001,6.922007549,6.5937430205,11.61468221,12.87271053,4.737042593,6.483363488,7.3949046795
GSM1199538,12.97802414,11.20668409,9.440723384,12.27698298,10.61821369,8.1666363365,9.102645624,6.000672809,10.311279240000001,12.03229334,5.916996714,7.034117956,5.765640875
GSM1199539,12.74605,10.48384127,9.978513963,12.57539503,11.12538922,7.207252373,7.445297164,6.642421093499999,11.3896562,13.0494705,5.365119029,6.341136167,6.9206092335000005
GSM1199540,13.57099759,10.35987566,10.50515033,12.51514901,11.85358845,7.0981172115,7.498886008,7.105086301,11.28144884,13.04375652,4.776692966,6.227909574,7.1398297280000005
GSM1199541,13.43418021,11.00338116,9.386235282,12.71369989,11.30600413,7.142035791,9.048911964,6.351924493,10.952537495000001,12.05597479,5.149784951,6.479657115,6.2250857029999995
GSM1199542,12.4531637,11.16451797,9.681366885,12.63602006,11.2182586,7.2250075,7.658007557,6.407581863,11.04928129,12.01742861,4.654918496,6.26688669,6.2759274405
GSM1199543,10.19799405,11.17615038,8.702666625,12.11577967,10.05063055,7.58461471,8.177920553,6.7558807075,10.607454865,11.42316507,4.724139315,5.892317925,6.3258774429999995
GSM1199544,6.709958242,11.45243357,7.503021155,11.12260113,7.706379939,8.091851607999999,8.735486837,6.5387815855,9.867259279,8.377808315,5.735933174,7.662730575,5.519210204
GSM1199545,8.637663662,11.77390954,7.037366026,10.96249952,8.914139607,8.954320898,9.61325896,6.1288089125,9.593250673,9.790117429,5.64103555,6.76154727,5.8658854675
GSM1199546,10.99806583,11.30600413,9.244877186,11.87436496,9.846487369,8.179863081,9.659228323,6.358741525499999,10.43780414,10.99017394,4.245174086,6.513103904,6.171249218
GSM1199547,13.1361724,10.7160473,10.23394863,12.75707275,10.74331156,6.937840859,7.229455914,6.048446083,10.73006403,11.84218929,6.169665043,6.204720029,6.4798929545
GSM1199548,8.33979955,11.17615038,7.419422331,11.75037729,9.131578163,7.6187972035,9.654185031,6.8431088275,9.994601615,10.44152723,4.573870746,6.33032485,6.2641357714999994
