,IFI27,RPL5,ZBP1,IFITM1,EPSTI1,EBI2,FCER1A,GADD45A,TNFSF13B,IFIT2,OSBPL10,SCRN1,TNFAIP6
GSM1594624,12.2385664,11.5001709,9.81038491,12.8971736,11.8301124,7.909718125,9.96711178,7.386516745,11.68474535,13.1337907,5.42001776,4.55447704,6.340419145
GSM1594625,12.0007103,11.8135892,9.17297222,12.5733255,10.6540823,7.999210510000001,9.5388577,7.82826534,11.28047995,12.0888423,4.94285543,5.79452732,6.030768985
GSM1594626,11.5169493,11.5556864,10.4761669,12.4889708,11.7253846,7.56469007,6.09632038,7.4904743,12.188785750000001,13.5063932,4.94285543,4.98068704,6.324713095
GSM1594627,11.4565433,11.608907,10.136886,12.8859055,11.7096568,7.798240275,9.67352811,7.47804943,11.8225017,13.6064484,4.94285543,5.83751442,6.443347925
GSM1594628,13.3764935,11.9783777,9.69859873,12.838836,11.586895,8.25114611,9.52390576,6.9138748549999995,11.49391915,12.6168702,5.44801467,6.67173115,6.592761235
GSM1594629,10.2376011,10.5208057,10.4125155,12.733027,11.4597329,6.998202415,9.21414309,7.56961904,12.24496465,13.2916726,4.94285543,5.65883302,6.724199845
GSM1594630,13.8061641,11.6385546,9.8718648,12.55769,11.0380767,8.6160864,10.1027072,6.521528685,11.3104513,12.3992995,4.94285543,7.04008877,6.211417525
GSM1594631,7.68445463,11.8157298,8.06550259,11.3144587,8.37721649,7.33673937,9.74685225,7.30707567,10.66908655,11.1198348,4.94285543,5.49088876,5.8436032650000005
GSM1594632,13.9233154,11.7705089,10.3628163,12.7768247,11.6764743,8.067763395,8.90353922,6.58165775,11.0579574,12.6298797,6.04308968,7.00927953,5.480372190000001
GSM1594633,13.921053,10.3373586,10.9169259,13.7333809,12.5850619,7.304676015,6.9864956,7.88775258,12.24055075,13.6898305,4.94285543,5.93031545,6.9307617950000004
GSM1594634,13.5993206,11.1139515,10.5188838,12.890477,11.2985963,8.05560929,9.72674642,6.92451593,11.294449499999999,12.7411696,4.94285543,6.87321084,6.42680217
GSM1594635,13.4819646,11.5524807,9.77619953,12.662598,10.7225156,8.38932132,9.8024524,7.44176283,10.40763815,11.9109976,4.94285543,6.18043544,5.878887925
GSM1594636,13.9497518,11.2297188,10.9154442,13.5692375,11.9456417,8.2608104,9.00750889,7.2188885250000006,11.889670500000001,12.8977834,5.48237063,5.77299533,6.302403985
GSM1594637,11.5620883,11.4277331,9.45313362,12.0525473,11.3162436,8.693387340000001,10.4084564,7.056761225,10.82205925,12.1286111,6.34812191,7.34894674,5.95273302
GSM1594638,11.6749098,11.223162,10.3034538,12.6197245,11.1023099,8.26640163,9.02834475,7.244450985,10.77140685,12.3125587,5.14947491,6.2733034,6.070655775
GSM1594639,14.0267337,9.97414848,10.0852809,13.7839859,11.1535163,5.965419295,5.17444856,8.799109245,12.4433571,12.5646614,4.94285543,5.58062109,6.65318251
GSM1594640,12.2369659,10.9506027,10.6247438,12.846661,11.8277335,8.264312255,9.29266664,7.289241595,12.01868005,12.7239149,6.4686933,4.65176223,7.204568895
GSM1594641,11.8706926,11.7134457,9.7074418,12.7531301,10.9708646,8.185303815000001,9.30763569,6.6798862,11.164494399999999,12.8967559,4.94285543,6.14601744,6.26833954
GSM1594642,14.5846016,10.5464641,10.6734687,13.1473969,12.3178519,7.589436705000001,8.78686941,7.156841825000001,12.164837850000001,13.2061291,4.94285543,5.83794169,7.285875295
GSM1594643,11.2792443,9.83147014,11.6045084,13.744894,12.6369079,6.7867962550000005,8.87377984,7.3783154500000006,11.76255685,13.1861228,4.94285543,5.05181016,6.768859645
GSM1594644,14.7056626,10.0193817,11.6711504,14.193571,12.3423921,6.5436644049999995,6.21249749,8.71772872,11.93977265,13.4038603,5.26956764,6.0796221,6.792573595
GSM1594645,14.4667201,10.696328,10.834536,13.4550868,12.3961869,7.45698604,9.24980596,8.158082794999999,12.14695875,13.1277233,4.94285543,5.62625761,6.909866795
GSM1594646,14.4726444,11.1293923,10.3837798,12.4925202,11.973375,8.374807465,9.16588931,7.78060233,11.227151849999998,12.6925873,4.94285543,5.99897332,6.800742095
GSM1594647,14.3184058,10.5561342,10.5748667,13.0259893,12.0161965,8.103087635000001,10.0667279,7.889645395,11.271056399999999,13.2353535,4.94285543,6.39820471,6.7718576950000005
GSM1594648,14.6390201,9.6532447,11.9037415,14.3365947,12.5879111,7.041875135,8.36641637,8.156433320000001,12.683817600000001,14.0419432,4.94285543,5.93910515,7.623328195
GSM1594649,11.5110105,11.0840132,7.41502687,11.2916022,7.24756683,5.9090658000000005,9.59078998,8.203298565,9.72069204,9.10525428,4.94285543,4.38439303,5.758423775
GSM1594650,5.39405852,11.4470301,8.83201263,11.0754534,7.92701252,8.06366152,9.68014381,6.27988983,9.937348,10.6012942,4.94285543,4.96285745,5.395640505
GSM1594651,14.4628997,10.4825361,10.6666787,13.1403605,12.2743058,7.41118095,7.73022393,7.146166194999999,11.052412050000001,13.717587,5.04145421,5.88699045,6.883052545
GSM1594652,14.3506719,10.6013326,10.3950994,13.1104994,11.6156056,7.4980536650000005,9.50922621,7.67689401,11.595434000000001,13.0970007,4.94285543,5.46282593,6.411069485
GSM1594653,13.7076019,10.2724508,11.6755354,13.5570148,12.2522874,7.285021255,8.66080439,6.580703655,11.937733999999999,13.6876791,5.50712433,6.06646377,6.747384745
GSM1594654,12.2657086,11.3151544,10.3069999,12.6159998,12.0279403,8.83387063,8.63345603,6.246273865,11.90957805,13.2526503,6.72422732,7.00716716,6.704852595
GSM1594655,10.3815239,11.3368262,10.3553173,12.94056,11.4667809,8.36752817,9.47170909,7.08557346,11.3959943,12.7398398,4.94285543,5.88086305,6.484110635
GSM1594656,6.78523384,11.5558704,8.26072863,11.0159689,8.61552572,8.706540135000001,8.32008608,7.4577244050000004,10.00861107,10.6968246,5.23745207,6.03939399,5.42019191
GSM1594657,13.9176837,11.0406686,10.5376378,13.33386,11.753888,8.16208359,9.41750096,7.58174539,11.239106849999999,13.1542998,5.50034493,6.72541182,6.836587695
GSM1594658,13.7975447,10.7873879,10.1146806,12.4558255,11.9598599,8.257616985,9.12495298,7.25575166,11.6714527,12.6602134,4.94285543,4.38439303,6.669001295
GSM1594659,14.3713488,10.090193,11.1051074,13.1761815,11.927252,6.48404937,8.03862667,8.380225085,12.0427874,13.2932026,4.94285543,5.8392522,6.855173345
GSM1594660,13.5362299,11.5994387,9.34447234,12.2731527,10.9184673,8.6971884,8.29417332,7.596328645,10.66373095,11.7886735,4.94285543,6.04876527,6.0554925
GSM1594661,8.51204483,10.0830221,8.92561238,12.2080184,8.5823425,6.0106953050000005,8.59193699,8.83548206,11.88477995,11.2150747,4.94285543,4.38439303,6.65653854
GSM1594662,13.6377032,10.6605407,11.1593633,13.413844,12.2249969,8.35883347,8.71976895,7.04721539,12.1261391,13.6616965,5.64947793,7.01853692,6.925246995
GSM1594663,14.0936009,10.6009408,10.6270213,12.9551257,11.8041885,8.22774024,8.30041054,7.87461251,11.61753005,12.9804499,4.94285543,4.78493314,6.397921835
GSM1594664,13.875809,11.0492594,10.4179545,13.0738694,11.4779041,8.83461673,9.43220872,8.13604913,12.0554423,12.929383,5.1508582,6.43808098,6.624596765
GSM1594665,10.2227919,11.7616013,10.2455872,12.3023668,11.4172417,9.047607885000001,9.95730762,6.301653399999999,11.99632055,12.915712,4.94285543,6.61429283,6.836108995
GSM1594666,14.247893,11.0240533,11.5162511,13.7945421,12.2470989,7.50619575,8.06775722,6.99227523,12.310971550000001,13.3015168,5.45770789,5.24917386,6.986956345
GSM1594667,9.09971294,11.5105038,9.45494915,12.6276861,11.2068948,8.231601705,9.42594201,7.13659967,11.230247550000001,12.2085728,4.94285543,5.50100797,6.382703895
GSM1594668,13.691206,10.3786094,11.5247165,13.5032303,12.8866181,5.8947155,8.22880806,6.89145071,12.501940600000001,14.1758217,4.94285543,5.75715962,7.151869045
GSM1594669,8.63574255,11.676201,8.57578452,12.331948,9.60675752,8.23205233,10.504028,6.6017621,10.81660565,11.6142238,4.94285543,6.57141865,5.985606725
GSM1594670,13.009756,11.488215,10.2719148,12.7783026,11.6385124,7.96448603,9.38465517,6.64303278,11.448352,12.7439531,5.9754197,6.78465578,6.746657495
GSM1594671,12.6064126,10.8566204,10.4720197,13.1034948,11.8278217,6.66960651,8.59553922,7.569817285000001,12.166288900000001,13.1903223,4.94285543,4.38439303,6.983068795
GSM1594672,14.6387867,10.6411536,11.2524952,13.4861341,12.3595355,7.180217645,9.33034015,8.276652725,12.601618649999999,12.9311571,4.94285543,4.86464057,6.921679395
GSM1594673,14.438077,10.7990825,10.9876615,12.7799034,12.4609666,6.385318745,7.82912715,8.444418155,11.65428215,13.4626843,4.94285543,6.39958727,6.777747345
GSM1594674,14.5663512,10.7554141,11.1932542,13.3634002,12.1773622,6.5908747000000005,8.79760695,7.506878824999999,12.28138265,13.3576338,4.94285543,5.79515255,6.9426016950000005
GSM1594675,14.3671918,11.5061415,10.2644439,13.0524604,11.4790573,8.62158037,9.72467908,7.5122274650000005,10.6660316,12.0730759,6.3903574,6.00521119,5.897397885
GSM1594676,7.54892413,11.2748669,10.0291173,12.564738,10.2950799,5.401315970000001,6.59101275,7.76093591,11.344945,13.1272284,4.94285543,5.68440661,6.20397276
GSM1594677,14.064267,10.382428,10.6124181,13.8420277,11.4421185,7.288521575,4.67851808,9.7041111,11.859793100000001,12.8113886,4.94285543,4.38439303,6.796269295
GSM1594678,14.035228,11.2289776,10.7165326,13.5291242,12.1995675,7.328666835,9.10334076,7.672195295,12.1744464,13.2279024,4.94285543,5.09297582,7.006215545
GSM1594679,13.5181461,11.4189484,9.62044165,12.5727862,11.1315907,7.634246125,9.44199446,7.30337032,11.64510305,13.0747751,4.94285543,5.99081394,6.58903126
GSM1594680,5.77138238,12.2962191,7.91458249,12.2348053,8.52586529,8.547033495,10.3333881,7.247466285,10.00480109,10.3262422,4.94285543,6.54153928,5.847163775
GSM1594681,13.7968136,11.6047773,10.600995,13.0675291,11.9647903,8.64943483,7.63384726,6.875322925,11.94940375,13.0667034,5.00714647,5.98187224,6.566998365
GSM1594682,8.17769754,11.2525096,8.59316595,12.344442,10.18277,7.217784184999999,9.37986475,5.82730046,10.945278850000001,12.1103715,4.94285543,6.1865304,6.327869745
GSM1594683,14.2253444,11.0978527,9.77203996,12.7822427,11.9376907,7.8746259,8.73238707,6.930195055,11.196116450000002,12.4790008,4.94285543,6.80141728,6.653265585
GSM1594684,13.5291765,10.9761652,11.1749084,13.8175807,12.4139001,6.795480535,8.62428027,8.025696570000001,11.8551553,13.7488365,4.94285543,5.92006879,6.877314695
GSM1594685,14.0066902,11.4856462,10.5875651,12.7473234,11.6628312,8.153712435,9.23842221,7.767027839999999,11.31772865,13.0034041,5.66597184,6.64188135,6.421803685
GSM1594686,12.365721,11.4670981,10.0887516,12.9277235,12.1271033,8.8432783,9.38797416,7.908211065,11.58853765,12.9980483,5.40140648,5.72189234,6.816412545
GSM1594687,5.48388815,12.1769354,7.75332774,11.0800731,8.62647219,9.16992767,9.78296336,7.482848075,9.691552575,9.87872987,6.28001389,6.63389784,5.421743785
GSM1594688,12.916323,11.6812706,8.95251998,11.8372647,10.7024127,7.39514277,8.9685738,8.344543824999999,10.377799450000001,11.8024461,4.94285543,4.76206542,6.3641400500000005
GSM1594689,13.5808951,10.8035164,11.4763093,13.621889,11.9352726,6.60789167,8.30362956,7.62876891,12.306625799999999,13.6590571,4.94285543,6.15084572,7.0642976950000005
GSM1594690,9.25116284,11.6384831,9.39056243,12.1038523,9.7747875,7.03386869,7.75177415,7.311842205,11.3927035,12.9549229,5.64288581,5.62185457,6.29262585
GSM1594691,13.9405065,11.6366905,10.7892204,12.6473155,11.6521418,7.7814945,7.17172604,6.791833535,12.02917255,12.9570676,5.58058901,5.32874925,6.09672595
GSM1594692,13.2268655,11.8709368,10.3877483,12.2105097,11.8480514,7.44714284,8.87608157,6.620734155,11.65977045,12.5193723,6.45929627,6.52720213,6.748523395
GSM1594693,14.8653236,11.2084865,9.76764214,13.6919067,12.0136686,7.177542775,8.77670938,7.46211452,12.5714749,13.0352052,4.94285543,5.60988577,6.59638602
GSM1594694,11.0970639,11.0263062,9.75337489,13.0563053,11.6700005,7.824674295,10.4416165,6.514597674999999,11.39485305,12.7821636,4.94285543,6.14681966,6.150508765
GSM1594695,12.8046805,11.5112885,10.0827211,12.5315555,11.5273835,7.65684704,9.60185698,7.194037615,11.30747505,13.0140129,4.94285543,5.35362863,6.590287905
GSM1594696,13.9586792,11.9839092,9.84352696,12.9098281,11.6822297,7.453895935,8.61021343,7.1658793549999995,11.293811649999999,12.6823625,4.94285543,5.50261918,6.50841273
GSM1594697,13.8906627,10.8639862,11.3008527,13.7322447,12.7603352,6.3106283350000005,7.75919382,7.85708193,12.07558505,13.5383062,4.94285543,6.10673139,7.158160895
GSM1594698,13.7502103,11.4710804,10.768341,13.2162931,11.8798231,7.40061535,7.54205696,7.485282935,11.66692035,13.1117089,4.94285543,5.1210386,6.486729155
GSM1594699,11.5944664,12.0829692,10.4161978,12.7026897,12.0340356,8.004337255,9.34001688,5.7974142,11.66542675,13.0607881,5.31227501,6.21616571,6.49102821
GSM1594700,13.9935331,11.6867086,10.7281358,13.1740632,12.5190048,7.224037914999999,8.23260221,7.592962875,11.86124655,13.5308256,4.94285543,5.73340042,6.7342782450000005
GSM1594701,13.2324464,11.4084158,10.7343531,12.9787265,12.41939,7.188782740000001,7.54571576,7.887563665,12.24798335,13.3786195,4.94285543,6.77979452,7.271336995
GSM1594702,14.3109689,10.724128,10.2946731,12.8164291,11.8589269,6.551482065,8.39212153,8.39668493,11.48389405,12.610307,4.94285543,4.45653039,6.291527445
GSM1594703,12.0386285,11.2500012,10.9585118,13.1875164,12.9102589,7.08797684,9.15941845,7.451467225,12.152652,13.3784722,4.94285543,7.0147731,7.019059345
GSM1594704,14.063519,10.8355677,9.73178433,12.7721009,11.6253782,7.205125775,9.80828247,7.493693175,11.751306549999999,12.8898787,4.94285543,4.51876907,6.711109545
GSM1594705,14.7068172,11.1982333,10.5393342,12.715549,12.1477457,6.9984684349999995,7.31431797,7.229628965,11.516658249999999,13.475399,4.94285543,5.23787616,6.989153995
GSM1594706,9.44387747,12.2736014,9.2152773,12.3287943,10.9966937,8.412992115,8.77186022,7.14476939,11.111392500000001,12.153119,6.09746457,6.18044333,6.40885931
GSM1594707,9.80184515,12.1165289,8.51317624,11.8929539,9.1566472,7.9756228799999995,8.84642029,7.01356059,10.408614265,10.4626687,6.73384428,5.81448504,6.059039145
GSM1594708,6.19015502,12.2013569,8.15860838,11.6568648,9.06687065,8.82965602,9.11546543,7.216946965,10.78360855,10.5617351,5.73559087,6.13338401,6.302513375
GSM1594709,13.7555495,12.125099,9.30003467,11.7857399,10.450244,7.91429924,8.27841427,7.5159011499999995,9.775161555,11.2734498,7.08205608,6.49176153,5.32959826
GSM1594710,10.8680246,11.5675628,9.43670672,12.2257139,11.0820867,8.05257181,8.70768912,6.279643405,11.3662281,12.3035852,5.74784652,5.8648536,6.1148942
GSM1594711,13.066176,11.8707082,9.57898463,11.8905368,11.7586315,8.27557637,9.05978415,7.36438246,11.1729904,12.2702156,4.94285543,6.40464417,6.45430223
GSM1594712,11.1393878,11.8851258,9.77029995,12.5241091,11.0329144,7.357553695,9.45715457,7.8554249899999995,11.20824865,12.5453424,4.94285543,6.16910471,6.13849074
GSM1594713,14.262971,10.4898962,10.7518161,13.2016211,11.4528752,6.14306189,7.65511488,8.70910491,11.1174168,13.1294276,4.94285543,6.17158265,6.382450165
GSM1594714,13.3719701,11.6737334,9.66436238,12.0225419,11.6538788,8.48554727,9.29379724,7.16256179,10.95899835,11.8534383,5.9953701,6.89251663,6.38163455
GSM1594715,13.8324573,11.4133757,10.7357409,13.2072617,12.1958332,7.1321834200000005,9.16924865,7.609385525,11.866479049999999,13.0987965,4.94285543,5.93325327,6.609622175
GSM1594716,13.4549455,10.2764599,11.1324873,13.4808353,12.1533474,7.576732415,8.80840114,7.649910005000001,11.781898850000001,13.6447806,4.94285543,4.99062203,6.714717245
GSM1594717,14.2332662,10.824879,10.4703669,12.4573848,11.8907793,7.53168212,8.83867591,7.469485055,11.511811349999999,13.3902582,4.94285543,6.37370282,6.14894383
GSM1594718,10.2556105,11.1861553,9.90506748,12.8377338,11.4185523,8.157398174999999,9.38236243,7.3802149749999995,11.76457175,12.3934332,4.94285543,6.31354092,6.530708715
GSM1594719,9.85580713,11.809363,9.9343003,12.8480486,10.942625,7.323120285,9.53267585,8.017062065000001,11.4518021,12.9874161,4.94285543,6.45808783,6.805568045
GSM1594720,14.314021,11.4641897,8.7624062,12.4660963,10.5116153,7.531517075,7.7297661,7.040645345,10.382407149999999,11.0018792,6.7553171,5.46039176,6.1987778350000005
GSM1594721,14.1519839,10.7937049,11.9766435,13.4533603,12.7332943,7.6707724399999995,9.19183638,8.162385545,12.18016955,13.4109818,6.4505826,6.89792445,7.086933645
GSM1594722,12.6962099,11.2705258,9.43008452,12.0447627,11.6496885,8.653564685,8.96555739,7.15092487,10.902978000000001,11.9691371,6.53807884,6.65102727,6.693259695
GSM1594723,7.47825893,11.3844095,8.82559073,12.0742413,10.0916605,8.81834232,9.89485382,6.6348075699999995,10.83787345,11.544777,5.71541594,6.41411658,6.37297366
GSM1594724,13.8039447,10.4938861,10.7505329,13.7081255,12.846185,6.50607492,9.69969352,7.28819741,12.58718655,13.6554335,4.94285543,4.93631159,6.62007629
GSM1594725,13.4938397,11.2671031,10.1903046,12.5641542,11.5970128,8.009962635,9.14325365,7.595620765,11.858271049999999,13.1350273,5.87211167,6.09555222,6.902931545
GSM1594726,14.1223712,11.086776,10.9704156,13.2866824,11.9617879,6.857605405,9.14121567,7.24425822,12.33322755,13.5259825,5.04013855,6.45505576,7.149467245
GSM1594727,12.92096,10.9090944,10.6333878,13.1463362,11.8933631,8.012327305,8.79480548,7.75138211,12.239903600000002,13.5685014,4.94285543,5.74913521,7.172751295
GSM1594728,13.7660542,11.7533837,9.9711134,12.5136879,11.7646565,8.58072595,9.61381894,7.86399361,11.2112286,12.5101602,5.07961906,6.8226558,6.41693508
GSM1594729,12.0672144,11.2858957,9.52182696,12.9673961,11.1120367,7.8741602649999995,7.96783232,7.40011914,11.889885499999998,12.3524381,4.94285543,5.38016262,6.785232195
GSM1594730,13.9115869,11.8084565,10.673485,13.3815252,12.2295712,7.731271489999999,4.67851808,8.5595236,11.2595023,12.8286456,5.57576667,4.38439303,6.556467015
GSM1594731,13.6530518,11.4912447,11.5202549,13.5915366,12.3011678,8.08227013,9.31041394,7.4792048,11.870645849999999,13.5116501,4.94285543,5.93568952,6.863631395
GSM1594732,11.9698055,11.817766,10.0286036,12.7955225,10.8943866,8.209129690000001,9.59830435,6.788801165,11.0810259,12.1314999,4.94285543,6.17399209,6.181129325
GSM1594733,12.132677,11.1779456,11.2061836,12.7812911,12.2944263,7.471973085,9.44963617,6.44190927,11.65563455,13.0394616,4.94285543,5.90325796,6.874999445
GSM1594734,10.1928557,11.8130838,8.57460614,12.0709584,8.8631494,7.787679259999999,9.42613911,6.34438236,10.458300170000001,11.3552888,4.94285543,6.33627135,6.393091365
GSM1594735,14.3277827,11.4754628,11.162112,13.6935216,12.5587604,7.533951050000001,8.3002031,7.1043065,12.17961255,13.6142625,5.24919235,5.85191094,6.5087858050000005
GSM1594736,11.5007389,11.9374023,9.06262196,12.5641723,9.87798685,8.15974265,9.35613287,6.97297902,10.64871445,11.5725152,4.94285543,5.53105607,6.032204445
GSM1594737,13.8392783,11.8884627,9.51676618,12.9406592,11.9767666,7.912171615,6.96527033,5.9186183,11.53182485,11.9869713,4.94285543,5.63048244,6.6778992950000005
GSM1594738,14.1647785,11.4508365,10.1386155,12.7224597,11.9043058,8.466477625,9.33247291,7.3374020699999996,11.5676787,12.5365327,5.60317714,6.34827253,6.663374445
GSM1594739,9.52562669,10.2425101,9.5204528,12.3944374,9.4584533,5.391753420000001,9.11658533,9.130999970000001,10.70176715,10.9600407,4.94285543,5.49622361,6.23794434
GSM1594740,12.2608248,11.7803495,9.95503921,12.5058543,11.8957243,9.066131899999998,10.0839472,6.889670165,11.29400205,12.7917946,6.13383938,6.35860256,6.47607326
GSM1594741,13.8894456,11.4658155,10.7740742,13.6472096,12.0394431,7.341316989999999,8.38840751,7.97395506,12.14869075,13.3662761,4.94285543,5.60665169,6.728982595
GSM1594742,6.92184828,11.7224839,8.32036957,11.2266664,9.24807895,8.215950485,9.35842431,6.738685965,10.612789849999999,11.0408625,4.94285543,6.63746013,5.660047325
GSM1594743,11.905483,11.1604064,10.9589544,13.260579,12.2784758,7.939091185,7.11996704,6.702099284999999,12.21154405,13.7499257,4.94285543,5.35445666,7.180824645
GSM1594744,11.0568528,11.3440143,10.2113917,12.4758134,11.5584306,7.09749275,8.91990373,6.917757335,11.865403050000001,12.6286699,4.94285543,5.26288218,7.053747195
GSM1594745,13.5443955,10.6843585,11.1161971,13.3280261,12.4980525,6.426270135,8.52373412,7.532623845,12.7139326,13.3382181,4.94285543,7.34977321,6.958090295
GSM1594746,12.118169,11.1534797,11.3349198,13.2772081,11.9170933,8.06914926,10.0233863,6.812179515,11.6787827,13.2539389,4.94285543,6.09817857,6.301851465
GSM1594747,14.0928253,10.7768279,10.7142992,13.2023001,12.0946854,6.33344763,8.53944315,7.679604695,11.675914299999999,12.7139023,4.94285543,6.19861037,7.003950595
GSM1594748,9.45580737,11.4344066,9.87262925,12.3748538,11.7146127,7.46214419,9.21294642,7.394845415,11.109630549999999,12.4095602,4.94285543,6.69922874,6.51617229
GSM1594749,13.1230223,11.3765664,10.2291819,13.1123654,12.0218079,8.33809117,8.80849178,8.535125745,11.53818505,13.5146129,5.34795577,6.10923841,7.233429995
GSM1594750,11.7088624,11.6681846,9.93698829,12.8501226,11.4438489,7.599407644999999,9.40761671,7.812432595,11.635811149999999,12.7136746,4.94285543,6.35661255,6.543150495
GSM1594751,12.8927317,11.5374493,10.5702262,13.0095854,11.7343835,8.355452490000001,8.90598578,7.2417842,11.648462649999999,13.1979914,5.61506984,6.67348973,6.870628095
GSM1594752,8.55026097,11.3360238,9.01223308,12.6339002,11.0770156,7.03485708,8.7216797,7.4865047449999995,11.33223475,11.8792043,4.94285543,4.73791394,6.683809095
GSM1594753,13.7501606,11.7273369,10.2189037,13.0371871,11.6507519,8.7742717,9.96786714,7.23956699,10.93483355,12.667073,7.27359767,6.76637902,6.24725762
GSM1594754,13.9490665,10.8439532,11.1210962,13.4088587,11.7760281,6.7666962999999996,6.95307705,8.36586214,11.9651593,13.3751086,4.94285543,6.48758649,6.927361995
GSM1594755,13.596081,11.714851,9.27964496,12.5606472,11.1620176,8.13078045,7.86554767,7.43567713,11.01895985,12.0859611,5.47420046,5.57250969,5.91408097
GSM1594756,7.25786812,11.6820455,8.34187666,11.4893389,9.19073821,8.027040085,8.84424274,6.488651455,10.7351556,11.199087,5.82099142,5.76921262,5.5295463300000005
GSM1594757,14.2855049,10.9022316,11.6836853,13.2702141,12.2561461,6.7171327949999995,8.59489536,8.219886615,12.13035005,13.9784008,4.94285543,4.38439303,7.114587995
GSM1594758,7.43341064,11.7388,9.67433676,12.1539718,10.7004906,8.04511737,8.6854785,6.9840119949999995,11.5382265,12.3543745,4.94285543,6.2206642,6.14099167
GSM1594759,9.12990077,11.9897682,8.32516545,11.7413031,8.86591146,8.6073724,9.56633674,6.11847346,10.647006000000001,10.5871766,4.94285543,6.00691112,5.37844763
GSM1594760,13.9548937,11.5544084,9.96193311,12.9369445,11.025756,8.105852395,8.60203526,7.258467295,11.281922049999999,12.6962475,4.94285543,6.38267375,6.1828848800000005
GSM1594761,14.4982127,11.4217418,11.2268945,13.3813255,12.0536279,6.11216151,8.24626065,8.1014981,12.1081152,13.4874865,4.94285543,5.55499241,7.208086895
GSM1594762,14.4257837,9.92219991,11.5875239,13.7363107,12.4720781,5.80588936,8.56464189,7.905886655,11.707125300000001,13.6933626,4.94285543,5.74395299,7.159005395
GSM1594763,14.0863074,10.8297189,11.249099,13.4631435,11.9179958,7.59881814,10.013195,8.279274025,12.3558483,13.6019615,4.94285543,5.92083292,7.086887895
GSM1594764,12.6922933,10.6782971,11.6629474,13.4484097,12.0641202,6.743895235,6.91245705,6.36556684,11.994465550000001,13.9287855,4.94285543,5.19218729,6.885486645
GSM1594765,14.3738102,11.1630921,11.0071982,13.6431981,12.0626464,8.585470874999999,7.23837572,8.28126283,11.735347699999998,13.0734547,4.94285543,4.57412399,7.180765095
GSM1594766,14.0175277,10.936221,10.6969233,13.6377911,11.7638677,7.807320925,9.8469074,7.154396095,12.02152075,13.348557,4.94285543,6.89865014,7.243706145
GSM1594767,11.7542102,11.3546845,9.35658255,11.7436963,10.9235435,7.949786325,9.92337509,6.53505861,10.9163763,12.462394,4.94285543,6.6752615,6.36240853
GSM1594768,7.65349979,11.1456786,8.89556544,12.0043233,9.98883361,7.258508145,8.59525936,7.524751775,10.97349465,11.6969792,5.02320611,5.95552323,5.879803175
GSM1594769,13.7280425,11.0940476,10.2897033,12.4140299,11.7802384,8.676108285,9.36348321,7.2385603750000005,11.444214899999999,12.3076158,5.27682294,6.750767,6.626081885
GSM1594770,10.9985274,11.1679031,9.35190767,12.0340084,10.448518,8.868825170000001,9.38451257,6.478147745,10.7472049,12.0008992,4.94285543,6.92271837,5.8779785
GSM1594771,14.0389585,9.95819532,10.4050303,13.0692864,12.2912012,6.559510169999999,7.83310486,7.45165979,12.06835785,13.4321623,4.94285543,6.47139685,6.357022505
GSM1594772,12.7089199,10.9686164,10.2317828,12.6687215,11.8641943,8.410837485,9.05288711,6.918969465,11.6926945,13.1970835,6.0896729,6.67173056,6.63696157
GSM1594773,14.161432,11.5206014,11.4927829,12.8592315,12.1467231,8.091254254999999,9.02688295,7.117683975,12.394072600000001,13.7306074,4.94285543,6.23072266,7.172900545
GSM1594774,9.27407041,11.2827151,9.06096687,11.8277047,10.4037876,7.81990974,8.91109442,7.7814692999999995,10.8029835,12.1063335,4.94285543,4.52689142,6.5526002850000005
GSM1594775,14.5979249,9.94916458,11.5516677,13.4514348,12.0105994,5.165623865,6.50892716,7.898354205,12.01450445,13.7576981,4.94285543,6.10931915,6.990971245
GSM1594776,13.9414993,11.1122171,9.71942633,12.0771111,11.6328619,8.06096068,7.2808424,7.335659845,10.707556199999999,11.7402882,4.94285543,4.52393325,6.25922821
GSM1594777,7.09161626,10.8588904,8.94301801,11.9813984,8.43682433,7.656097295,9.26243425,6.301835845,10.241659515,11.2835807,4.94285543,4.88192978,5.13399222
GSM1594778,14.1860838,11.4310744,10.3402418,12.8804737,11.6698786,7.699979015,8.575376,7.920441950000001,11.11154655,13.0904028,4.94285543,5.21421256,6.618902275
GSM1594779,10.1849362,11.5863738,8.94156533,11.8002139,10.2194682,8.331882465,9.04886025,7.0953064999999995,10.67381735,11.888256,5.05692923,4.38439303,6.22302821
GSM1594780,14.5250041,10.9376459,10.5278042,12.9543632,11.829722,7.207318625,8.20318986,8.499879445000001,11.0557014,12.6672179,4.94285543,4.50993437,6.729854195
GSM1594781,10.3697003,11.5390725,9.31965887,12.3646416,10.1279496,7.327110665,8.7486094,7.709014525,11.161937349999999,11.6209596,4.94285543,4.88280118,5.8900172
GSM1594782,7.85319109,11.5279084,8.77594512,11.1775672,7.95619439,7.307157975,7.58684527,7.602935185,11.0157287,11.1570898,6.47888446,5.38656049,6.932233395
GSM1594783,13.2161681,12.1976019,9.66176086,12.3214982,11.2118302,8.423220865000001,9.57719178,7.271438635,11.335928200000001,11.8486203,5.61388788,6.8610666,5.7940600700000005
